;Server;internal_article_number;article_hash;componentname;componentidentifier;manufacturer;manufacturer_description;component_erpreferencenumber;implant
45974;KPRDCSA03;9026015123;c6e3d0b014e4c1f58187d936f7c17e5d8382385a4ef2a8d8b55b7bfe71386820;pince Halstead Mosquito courbe L:125mm sans griffes;GR3759;;Unknown;NA;False
45980;KPRDCSA03;9026006975;bfefaeb7ed8d712306b905f76e0154929b521ffe8d4dce259b4567d9465dc33f;manche pour miroir L:135mm;GR1919;;Unknown;;False
45984;KPRDCSA03;9026032311;d8bace3d958dbe507194720929d2b68ae19a56554aef799c09cdb6dab1f3fc2a;spéculum à 3 branches avec vis;GR5405;;Unknown;NA;False
45988;KPRDCSA03;9026037017;abb65f4301a121994f24d23df3456802ed9ca9dafb84bad01210790bfbb0dc73;cathéter utérin D.4mm en cône L:350mm;GR6159;;Unknown;NA;False
45989;KPRDCSA03;9026041806;4de823c3045012cc12ef247f52585d8be6d8a95a4a7ae0d0db927700c6bc423b;Valve de doyen L: 220mm l: 100mmx45mm;GR6414;;Unknown;NA;False
46006;KPRDCSA03;9026012325;e70f370abb5a2e2e421b27c3915ed3aca83f8c7bc88ab6f2ca3a3f3f82a84b9b;manche blanc reamer L:190mm;GR3233;;Unknown;NA;False
46009;KPRDCSA03;9026001270;383f49ad96342ed2e41f26f950140ee173a136034692b986bd430756069c82c8;impacteur manche en bois L:360mm;GR1664;;Unknown;;False
46041;KPRDCSA03;9026000979;e11cf9a0689f5fc790ade0d2313d23e82f946d0f69412e975e8a5432a882137f;sonde canelée L:140mm;GR0047;;Unknown;;False
46071;KPRDCSA03;9026006747;23637398abf71f5ef0d8b2ce7176d19878d6f63b19649e00061207caa04bc1b9;hystéromètre gradué L:330mm;GR1461;;Unknown;;False
46081;KPRDCSA03;9026006992;b158a4ee39b8cea952bde2b3afa0d09cc0759dac59b7e73a359992ed16e931f3;Pincette bipolaire fine L:120mm;GR2005;;Unknown;;False
46089;KPRDCSA03;9026014430;d1a8ef18a69d8ce9fed48e269d4fe4cfac7fb6f6c919c7d435a1a2ab6fc26955;aiguille à ponction L:145mm;GR3616;;Unknown;NA;False
46090;KPRDCSA03;9026014546;7c4f555968051272f72e9a5bebe56d49219e9f5c188f3196fcff968762289ba0;Manchon vissable aiguille de ponction L:30mm;GR3633;;Unknown;NA;False
46099;KPRDCSA03;9026014572;51cf619d9fc4dfd51d64071ffe8d884d895dd7484509ace4157aaf5faa7c89b3;spéculum de knott L:210mm;GR3635;;Unknown;NA;False
46101;KPRDCSA03;9026010731;aa2f567e5077270b42eb2fdc3e92455f1ba2c9ba52baa8e03ab66a3f071449ce;speculum haut L:130mm;GR1458;;Chirurg;;False
46111;KPRDCSA03;9026014087;c72e3792293dbccd1d9329fa9e631b1582f5f8627a8f1d3fa0715a3c9b8af33f;mèche L:105mm D:3,0mm;GR3554;;Unknown;NA;False
46113;KPRDCSA03;9026014428;dd3d1c115b428bcb196c548e6be714f0ee3b24813afda7b9ae523ce5c042bace;trocart 2,8 L:140mm;GR3615;;Unknown;NA;False
46117;KPRDCSA03;9026001140;880dd76972dbc28335c5176c549978872ba79d185bfba3c1f94e5d164d2ec5da;ciseaux meztenbaum à dissection courbe L:145mm;GR1129;;Unknown;;False
46123;KPRDCSA03;9026014524;3064396417c6e64bff4964d0a0526b915799f73535e4513e8648164f7d66e8e6;manche double avec glissière L:170mm;GR3627;NA;Anthogyr;NA;False
46127;KPRDCSA03;9026014532;2f6dd592da77a1a2cb42dd9a3e349bf511f9ace39d646cad2f0ddba3dee70a7a;mèche D:4mm L:70mm;GR3628;;Unknown;NA;False
46130;KPRDCSA03;9026014535;cd734acba268c1dd3fc42a90488c264ad373fdff2cb94d687203fa9224a8a2a5;crochet courbe vissable L:43mm;GR3630;;Unknown;NA;False
46131;KPRDCSA03;9026014534;8bd7d9a02380b2520c8a87092a9fc47304c0084bbe2acb32f676be80bc28695a;crochet angulé vissable L:37mm;GR3629;;Unknown;NA;False
46132;KPRDCSA03;9026014537;18e40e88dfcd22bc018c1f1b3df1c524107d9a50a693b4dd53d196432d15350c;crochet plat strillé L:40mm;GR3632;;Unknown;NA;False
46149;KPRDCSA03;9026014536;85bb1a6359d50f47c298fc179f7d4a856d3583919fbe488991abc6c8355887e7;crochet double courbures vissable L:55mm;GR3631;;Unknown;NA;False
46153;KPRDCSA03;9026011274;463eef7e1de8fe61d629baab6d5c2c64e054cde520c360aa67a4d0d48e7a34ea;ciseaux droits  L:180mm;GR2582;;Unknown;;False
46155;KPRDCSA03;9026006837;b5e1dca7c5e0f795a75ce4b9bec38f3467cdde1826f577b5d5f3706acb8a0d57;ciseaux courbes pointus L:115mm;GR1609;;Unknown;;False
46165;KPRDCSA03;9026014492;ee8d7a16a2c3ce40d204a519a8c0f58a6e294298c176ecdcdcb9892b3fbc9158;ciseaux double courbure L:200mm;GR3625;;Unknown;NA;False
46175;KPRDCSA03;9026000982;5e1f20842fe13e07592a21304539fe5191e9edc411836ed05c6423c55cd5da57;aiguille de redon CH 14;GR0066;;Unknown;;False
46183;KPRDCSA03;9026014507;46af18b88ac95b36910465a8dd46c4c2848ee84b08622db9f00fc2e7a3aff426;Pince Duval L:200mm;GR3626;;Unknown;NA;False
46184;KPRDCSA03;9026011278;6f71c0f5b78d1aca9033d16948f6714f99665d1cd580256af33e9badd3099f68;pince Duval courbe en olive L:175mm;GR2599;;Unknown;;False
46190;KPRDCSA03;9026000990;118690051f627230328dcfa92e679e2f22b66638389c82d0e2e0568b001252c7;allonge de bistouri noir gainée L:150mm;GR0083;;Unknown;;False
46193;KPRDCSA03;9026000991;4d4cf1d589f09e49144180c70a3f3a163acf4e8c20bcd2f6e401722828012a21;aiguille de Redon CH 12;GR0096;;Unknown;;False
46194;KPRDCSA03;9026006068;b305f13fc5d9136dd04a7ae3d0e4c6e5bae9462170763f4e8fc8faa9a36fcfab;aiguille de redon CH 16;GR0060;;Unknown;;False
46207;KPRDCSA03;9026014481;9215f445b6f7938dfe268bca6356f15b6e7ee05a57533b08f2fa66f1caa3bcbf;Mèche (38-55) L:240mm;GR3624;;Unknown;NA;False
46208;KPRDCSA03;9026000339;abd05b58a1e034682f4cfbe0f3715aa291181ab952a84da41bc842b5cb98aa83;ciseaux à fils standard droits L:140mm;GR0853;;Sterima;;False
46211;KPRDCSA03;9026001107;f0faf75ed902d47503cf777b309c8acf94c8299b18983490733db46647dc301e;bouchon d'étanchéité gris D.10mm;GR0962;;Unknown;;False
46219;KPRDCSA03;9026014473;ba8ea2628b547273bec536ee7eb6b764274910632cf3adb97142fececbb4d457;pince à champs de Backaus L:80mm;GR3622;;Simal;NA;False
46230;KPRDCSA03;9026001186;741420ad67ab4dd8e7d548970a0ca4b17a0e65175fdcdd34aba90306055c7407;câble lumière froide rouge (NON DEMONTABLE);GR1258;;Unknown;;False
46231;KPRDCSA03;9026014479;d30720b3f5dc7fc670f9b318e9c537679c888b26770aac9c0ed5804ad01392d9;Mèche D:4,8mm L:126mm;GR3623;;Unknown;NA;False
46257;KPRDCSA03;9026006413;10afa649706a13f8c072ce0da9c150f7c471716baa2c914e121f35ec55e6cd8d;cale bouche adulte large;GR0622;;Unknown;;False
46271;KPRDCSA03;9026013936;00da20ca207cc0ced7427639b6668061aa55c3e3cbec51ed58798033e686a9bb;Lindemann l:10mm L:45mm;GR3539;;Unknown;NA;False
46272;KPRDCSA03;9026001028;3184ac70203b9fb5b00ae357eed4ed04ef893dbba87836c1bdb323452d36d439;fraise boule D:1,8mm L:45mm (ref 18);GR0603;;Unknown;;False
46286;KPRDCSA03;9026014126;8597c1cf2a4937fa8d7ea6293d5be1082e1ef46b860a0b764716624278160e05;syndesmotome courbé n°2 L:160mm;GR3560;;Unknown;NA;False
46287;KPRDCSA03;9026014459;bbf36b224046fc5e6b3503dc856655ec57fd2853687f6f036268b75024c3bd41;"Syndesmotome ""T"" droit L:150mm";GR3617;NA;George Tiemann;NA;False
46293;KPRDCSA03;9026012301;66e2513f012f3c680a1c58be9a90854dee54502c25431ee4d9d890aa8ad2a5df;miroir dentaire n°4;GR3223;;Unknown;NA;False
46295;KPRDCSA03;9026001523;049b640e208b9c687486d291da27970bcceabd842da8014a5ddede22640a2881;crépine d'aspiration L:275mm;GR2396;;Unknown;;False
46297;KPRDCSA03;9026014469;a71133af6a5808998c79ac9902e5fd2aecec38f2ed90582b953ef56aa66d4886;élévateur Gartner L:155mm;GR3620;;Unknown;NA;False
46300;KPRDCSA03;9026014463;3cd46bf95067dad2042430d11ce69904a888c8f793911e6561748100fb3f282f;couvercle Recon Saw;GR3619;;Synthes;NA;False
46302;KPRDCSA03;9026001137;96d373f90b1e2893547e082c77d8c33b4cd48fc1d0a3b8a9d4e5088d50751461;clé de serrage Jacob L:50mm;GR1116;;Unknown;;False
46314;KPRDCSA03;9026014460;ca1cf0c0b564f972de60df68a01a6ad2d083c73a066d96edda65025edbd79b13;"Syndesmotome ""T"" gauche L:150mm";GR3618;NA;George Tiemann;NA;False
46317;KPRDCSA03;9026014470;70d488a864741778fffe75c725750cf0fa1ebe9b5a640f61c675a89e18fd4dac;manche bleu pour miroir dentaire L:125mm;GR3621;;Unknown;NA;False
46321;KPRDCSA03;9026006412;1510cc68447ff8f6cefb535fff5f47f691b5aa8c9fa8f017ba5535f7b937e338;décolleur Williger L:160mm;GR0612;;Unknown;;False
46324;KPRDCSA03;9026001023;2678452c929950cadaebacf38108701798ff3a2d8dcb61a1f22f24d61a900361;calle bouche adulte large;GR0596;;Unknown;;False
46330;KPRDCSA03;9026006186;6acd571a2028e7db4433e59f62a3bd2816c988930ab8edf591d19659b291dc2a;pince bipolaire droite L:150mm;GR0257;;Unknown;;False
46333;KPRDCSA03;9026014346;4a27debb0c02e7e0aaf78335afaa360e045c17993f0f9ba55e42ccab9c86e109;calle bouche pedo;GR3592;;Unknown;NA;False
46360;KPRDCSA03;9026001112;0fe89085777b82a48e9f9aa47518709942a25d7c3202c55d5ddf704d31d53454;ciseaux Metzenbaum courbes L:140mm;GR0993;;Unknown;;False
46442;KPRDCSA03;9026006685;12ba0b5f89591bf8dd3ae75e95dbe75e5cf707df27b9d776fe00fba019d421d3;"Pin ""mèche"" L:75mm";GR1368;;Unknown;;False
46443;KPRDCSA03;9026001294;b4af1384ed32dc53b5fb5674a55f37d3b5519e99006fed87f8baa238a2a37a21;mèche L:65mm;GR1837;;Unknown;;False
46470;KPRDCSA03;9026001227;c0e46c974196f4354c5d1f1347b6e57d1db80581b0fb009ee82f1b0fcf70e8e5;low profile trial pin L:15mm;GR1354;;Unknown;;False
46473;KPRDCSA03;9026001033;1309e9fd772bf292f1eebd4d9460dc48ef4fdd69141dc4bd715b9e22eb13244b;calle bouche adulte;GR0608;;Unknown;;False
46495;KPRDCSA03;9026001291;a21424456a53e30b53907a4446c33a38f66d2cbc037349447b115f2ef3af041e;low profile trial pin L:25mm;GR1824;;Unknown;;False
46496;KPRDCSA03;9026001228;f7204a197d9f84899f58051071b6f69e067753ef5eb87a4304d6f263015ebe07;base pin L:35mm;GR1355;;Unknown;;False
46509;KPRDCSA03;9026006814;edd6d19bedccc89cbc9d7af9e81833a964447392727428302820ad87fbc09aac;godet gradué;GR1564;;Unknown;;False
46521;KPRDCSA03;9026013587;5ec04f888a7be93b1b7794a989124cc594f93d5421052a21256a55c71c774c79;pièce intermédiaire L:30mm;GR5010;;Unknown;NA;False
46523;KPRDCSA03;9026014425;aba00a9a6596fc5259828760648480153d5d65fd5957008f394e9aaf1edc13ea;maillet manche vert L:210mm;GR3614;;Unknown;NA;False
46525;KPRDCSA03;9026013589;333e7aedf16664617565d4d3629d7578116e903f1dc006238373ae68fc6efe6b;trocart 1,6 L:95mm;GR5012;;Unknown;NA;False
46528;KPRDCSA03;9026010378;a7cf5324d721900053658cfba8cca1818b9b638c6dc4c2eb42dd0f49a088bc77;Bouchon gris L:40mm;GR1320;;Synthes;;False
46530;KPRDCSA03;9026014418;1d03f72357dcae85c48f7caecafa289ded746d493b34486b3676188beaea0b8a;davier de Lauhman (2 pièces) L:270mm;GR3610;;Unknown;NA;False
46531;KPRDCSA03;9026014419;7ebb3b7c4c678ea741dad988707860d61baa0e4d6d62c43c84616de4bfb79b0d;davier de Lauhman (2 pièces) L:305mm;GR3611;;Unknown;NA;False
46535;KPRDCSA03;9026006308;5f4c63e731311107010e7cb320dc86d53a4a9cb48da64fdbfd85370954d78a1b;pince dissection anatomique L:250mm sans griffes;GR0434;;Unknown;;False
46540;KPRDCSA03;9026006162;c8d340648456f4e64f09f4666512566cf4aac56cd2f47ece6b3bab27b8bd0db8;règlette mesure 20cm;GR0221;;Unknown;;False
46544;KPRDCSA03;9026014416;f4f194118a4e57e509b273dc4d10f83f24124f62fa3cc3a044809fe4354f47e5;pince crocodile L:230mm (2 pièces);GR3609;;Unknown;NA;False
46545;KPRDCSA03;9026014380;cf67ee644aea45d7e9c67e2c19898dc8b8f244d0b9c140d37f7fa970b565da5a;pince Halstead Mosquito fine droite L:125mm sans griffes;GR3599;;Duchateau;NA;False
46551;KPRDCSA03;9026014377;b580c7910d891dd4bc87fa168bb52491e9214384afc70e17175c561bbaa4d265;curette L:130mm;GR3598;;Moria;NA;False
46556;KPRDCSA03;9026001470;0d816f523855716fd54878113d19c1d272e550b59825d567f58e67ab6e82b5c5;fil de fer D.1,2mm;GR2326;;Unknown;;False
46557;KPRDCSA03;9026001469;e7502a3df676834682fc486b7ad47775ed7643b7e980351627145ab8c6ac72e1;fil de fer D.1,5mm;GR2325;;Unknown;;False
46558;KPRDCSA03;9026001472;3e0fa7cf0d49a4bdf75dcf5ce65f0fe02a294ad290ffa5f0ace90f98c07e3625;fil de fer D.2,0mm;GR2328;;Unknown;;False
46559;KPRDCSA03;9026006467;c4fcd84db8e50e2f99d46bfc9399f658a1761d2799561b628ccf290721f83f88;curette double L:175mm;GR0723;;Unknown;;False
46563;KPRDCSA03;9026014345;3df60848a8a0c742f5b7a4424565fcab5ac12eaa2e1b12e874f5981b27c0c25c;curette n°3 L:170mm;GR3591;;Martin;NA;False
46564;KPRDCSA03;9026012296;92e3fbb5a618dbd6c99f57bbe71b49976d8cae6847c9838fa4c25c41f723d9f9;ciseaux Sterima L:145mm;GR3222;;Unknown;NA;False
46570;KPRDCSA03;9026042114;61d7bdc051a7b8888ce76a2c282cca04d4c815d966713a7a4233b33ac596bcfe;Burin L: 210mm;GR6454;;Unknown;NA;False
46574;KPRDCSA03;9026014404;6ca009e4cdc62a2eb118ec453401b359ec424acdcc1d4796e8e673cb94124d5d;pointe carrée L:155mm;GR3601;;Unknown;NA;False
46577;KPRDCSA03;9026013521;d776790121fd9c1361a962bb1c0d26c3c49c64b13e8ef680dcc4f0f398238b1e;vis de serrage pour Vernier L:12mm;GR5000;;Unknown;NA;False
46583;KPRDCSA03;9026014368;e28e2256cf495b56e50daeee89255c1d182079b00340518aeb7abbef499f2216;fil de fer D.0,4mm sur bobine;GR3596;;Unknown;NA;False
46584;KPRDCSA03;9026014369;857fb2ed79fac96d1bed85cf54ab4d7605de6ff0c465264f5a2eba1e55664294;fil de fer D.0,5mm sur bobine;GR3597;;Unknown;NA;False
46585;KPRDCSA03;9026014367;73189c6ef6ddaeaa47a1c71227429f930fa043e70c8b478a2550757b1c3c1974;fil de fer D.1,0mm;GR3595;;Unknown;NA;False
46587;KPRDCSA03;9026014349;8d6a438cd262cb2053b3e828efe425f7310d43f3047dfa552ffe14d9fa098537;élévateur de Potts droit;GR3593;;Tiemann;NA;False
46588;KPRDCSA03;9026014350;285182ba8bd70c760c41b343e61fc4b2da00c4ac5a0222417fae336747de915c;élévateur de Potts gauche;GR3594;;Tiemann;NA;False
46591;KPRDCSA03;9026001025;7e7ae568bec6c9f3cff69e77d7ce56cb67fca9d1e0f9bd79227001fa38ee1950;bague pour pièce à main;GR0600;;Unknown;;False
46595;KPRDCSA03;9026001168;12c88be277ab145b5fe42ff5dee982fff2a1b7a46193c19038c1e4199269d5be;raccord L:55mm;GR1223;;Unknown;;False
46610;KPRDCSA03;9026012395;bb7b6189263d5eb0144b259fe788c5967851fa4670ccdc39d602b5ab1c982015;vis pour spéculum L:45mm;GR3264;;Unknown;NA;False
46612;KPRDCSA03;9026014342;9f21c9e15d1fcc2f79983a8993acafd512d93e388b2160fe0c6649f63d21f275;stylet courbe L:110mm;GR3590;;Unknown;NA;False
46615;KPRDCSA03;9026001011;6d0549e69086f59be22cda720362a4bd6c5144937fed5daa2099671eb8f2d0c4;vis papillon petite;GR0387;;Unknown;;False
46616;KPRDCSA03;9026006371;fba8f70cb5a5827f6611adcf1d28e935f739a33984865d782a0eaf20cff3cbbc;vis mammostat L:30mm;GR0549;;Unknown;;False
46617;KPRDCSA03;9026006372;8f3125ec155c6abbb40c6f16f34b52aaf2e10f52abe5f59b189c74a4546778a6;mammostat avec chaine;GR0550;;Unknown;;False
46618;KPRDCSA03;9026006373;4fd4519a37ab4d4ee62ab2710d4f14a5344cb4a029fd432499858d782945666a;mammostat avec 2 pièces gris;GR0551;;Unknown;;False
46621;KPRDCSA03;9026014338;9aa0aa7dce1ef70810d35cd8656314a79cc5e64e0e6bee9874ac9028c461604a;manipulateur droit L:120mm;GR3587;NA;Ophtec;NA;False
46624;KPRDCSA03;9026006580;e6417c7c0f54ed2e188e50987292ca90c54e0e06aa22027f2afadd08e4f9a1b1;réglette L:210mm;GR1010;;Unknown;;False
46639;KPRDCSA03;9026013839;980056d6617a53cfb1a281a2feadc5ed17b1c57c028756ef746b9b40ef3d4ac1;câble de coagulation monopolaire;GR3538;;Unknown;NA;False
46641;KPRDCSA03;9026006087;d845c9f93cf7a9628f0b0524f12c1f2e9964e980240b35e31bb1e8a957494662;pince poignée sans crémaillière avec insert canard L:470mm;GR0092;;Unknown;;False
46642;KPRDCSA03;9026012388;659939cd17e81fb23134abd395d0c10710a2b41a8fc7b991d707ed3af89fdcb3;pièce métallique avec 2 trous L:45mm;GR3260;;Unknown;NA;False
46643;KPRDCSA03;9026012387;0d20cdc39437a4336dd7acec43f0a6b43a32efc292787aceff6ae94e28097ef3;pièce métallique avec 1 trou L:45mm;GR3259;;Unknown;NA;False
46652;KPRDCSA03;9026014314;8a6ff376369704b593ea0593a8315eeeb3ba0b19781f49f790805d8955f7e16c;bras coulissanr pour ecateur L:180mm;GR3581;;Unknown;NA;False
46654;KPRDCSA03;9026006760;7208faf987b932a9da555dad694c2bb1cba306cac4275c3aef17cb5156fba24c;vis papillon L:40mm;GR1478;;Unknown;;False
46655;KPRDCSA03;9026014317;924290e643eb97158bab41d83c27398350cb478e62cad96fe7465c5d0a792ef2;Ecarteur Langenbeck L:220mm;GR3583;;Unknown;NA;False
46665;KPRDCSA03;9026014286;a718b00d8a30e07e3eb4115973fd5d693de982891ba173e95e65dcb2b20ad681;tige embout cerclé L:340mm;GR3580;;Unknown;NA;False
46678;KPRDCSA03;9026014316;3f356deaa3760bef7a8389c9817bb1c21282fbaac6b11bbfb6504871819601b7;pièce métallique coulissante pour écarteur L:30mm;GR3582;;Unknown;NA;False
46679;KPRDCSA03;9026006080;b9db2c7b2bf9f7a3fbcfb3f728b2cc53ba059801f4435cce479699feaf02702b;bague à visser pour écarteur;GR0082;;Unknown;;False
46686;KPRDCSA03;9026014277;449bb7c6e55baa1ddcd2505f501cf5e0cf6d9cf132d0917f854c59df6cdfd19a;injecteur pour implant  L:160mm;GR3576;;Unknown;NA;False
46695;KPRDCSA03;9026014287;5131825829c5ecde690b7aafdfe9a0da2ec4a401dfd99f7c294e6eeaaf1527af;stylet de nettoyage embout cerclé L:360mm;GR3579;;Unknown;NA;False
46697;KPRDCSA03;9026001295;6681f833b8a7a6347b8967a19c78db28509b546c4907077a292c488437171e68;douille de fixation L:120mm;GR1842;;Unknown;;False
46716;KPRDCSA03;9026007000;81ec0fdf36bb32837969893f05be74bc028a05ec9c1b4a5b72aac754179da5ec;Lancette injecteur;GR2057;;Unknown;;False
46723;KPRDCSA03;9026001505;95cb964a3606306d2f07f8318d17448123e0f01e4764eb88bf5f503e44ad03ee;burin biseauté L:150mm;GR2366;;Unknown;;False
46724;KPRDCSA03;9026001506;7665f85540780b9cf16c3cce5ea0880ee364e1247f699b11e465b2fbfb42f02d;"vis en ""T"" L:35mm";GR2367;;Unknown;;False
46726;KPRDCSA03;9026001507;308d3d7ad5eceeef92956d128fd5ff9d9daf25fbbd98eec7db6b6c2b187600a7;burin L:150mm;GR2368;;Unknown;;False
46730;KPRDCSA03;9026001508;291ff58d92a53893a2e1f06a41978239194dd8b8312aaf24930e23e64b63eb37;plateau pour vis et agrafes;GR2369;;Unknown;;False
46735;KPRDCSA03;9026001510;8d42f4784b61ce59414aad1a013b58b83e8529083f531d4cbd9b1702b63ac758;jauge de profondeur L:160mm;GR2371;;Unknown;;False
46739;KPRDCSA03;9026001512;a3acee909e579bdb42532517ddbd15680bc2f3ca50786470d8f79e7aae7fca94;pièce métallique L:65mm;GR2373;;Unknown;;False
46743;KPRDCSA03;9026001513;8b3ea51d2d37e2f493364bdd0eddd8916b3c81e97c3bd2754242f32053f91fdd;broche de Kirschner L:70mm;GR2374;;Unknown;;False
46749;KPRDCSA03;9026014261;b6ea9c8c9fbca21ff0afdc5abf0476c9044079eb7f01e28896dc22bb47a691dd;"clé Jacobs manche en ""T"" embout 4mm L:50mm";GR3575;;Unknown;NA;False
46753;KPRDCSA03;9026014224;2817a0bf468688eee975c113b6676e25a8397965ccafce3959d49edd83537e90;clé Jacobs manche plié embout 2mm L:45mm;GR3573;;Unknown;NA;False
46754;KPRDCSA03;9026014225;5011cac80f2c625b2b49190fa2204408c94003779bab994267fe2362fa5b42ac;clé Jacobs manche plié embout L:50mm;GR3574;;Unknown;NA;False
46780;KPRDCSA03;9026012826;c2bb20ea8a928dad44a54e8fe0c59718350639d1a8bffe6f31af849331aaf2b7;masque anesthésie;GR3381;;Unknown;NA;False
46795;KPRDCSA03;9026014214;c67d853d7a37edb106acc82cd39fc9221703f95c281a2b8d9a71a68ff79453e7;sonde canelée  L:160mm;GR3572;;Unknown;NA;False
46805;KPRDCSA03;9026014184;f0287c11e8be547c0202a2a0287a05cc00582f4a87ee5ec0b7fc318f92f9d2f7;poignée transparante microscope;GR3569;;Unknown;NA;False
46817;KPRDCSA03;9026014178;927eb4b899325c7fa6935db7b6229c3d38cc97a609e7ae85e38e6b6ed2429161;tube d'aspiration courbé fin L:190mm;GR3566;;Unknown;NA;False
46818;KPRDCSA03;9026014179;ea90193b847baf4da070e5da38f57c1c743121c8f971fb846e26f435f65a5cc3;tube d'aspiration courbé gros L:190mm;GR3567;;Unknown;NA;False
46823;KPRDCSA03;9026013030;21bedefc24a2893d8e5c5019158b197b559c60305c1ee7fe8c724b5b0f6eaec0;manivelle pour écateur;GR3415;;Unknown;NA;False
46838;KPRDCSA03;9026014119;68e97c48c816e2120e37948acae9a07b9e18d88a983a4857da6e24a887c4b38a;davier angulé N°51 L:170mm;GR3555;;Lustra;NA;False
46839;KPRDCSA03;9026014120;6c2cd494e92c9833e88e429953fa0c27014e626b9150cc5a22edf88062e83a70;davier droit n°1 L:160mm;GR3556;;Lustra;NA;False
46840;KPRDCSA03;9026014127;346d7a6835f5a5b4555d61a1c0f9ac3a28712f778b75a912d8d6dbdb79df0b63;davier courbe n°18 L:165mm;GR3561;;Lustra;NA;False
46842;KPRDCSA03;9026014180;1cd4cb2f041e0ec534f68aa814637aec118933a005c9b1cc7a15b7a1ed8bfe12;bobine en bois avec fil de cerclage;GR3568;;Unknown;NA;False
46846;KPRDCSA03;9026014174;c4f847aaba4dffb89d4c60effa1261e822fdb951444cb7467fe2c5c5bbcb51a4;"poignée en ""T"" doré";GR3565;;Unknown;NA;False
46851;KPRDCSA03;9026014152;f1aa03b6d0b88cdff499d5e8ae1fcae16e0eec9e73b4d4d8f128ed83a5d95591;bras coulissant pour écarteur Finochietto L:170mm;GR3564;;Unknown;NA;False
46865;KPRDCSA03;9026014122;2cb419f611d3fdfcc8bc4a511b1d6600c26eff51d406d646f6c6229e63e6b9ce;davier courbe n°17 L:165mm;GR3557;;Lustra;NA;False
46867;KPRDCSA03;9026014123;6438cb8b36fa3f3c7b5d72ea8a649e2296b9acf47cd41b548d077728a4d75dbf;davier n°22 L:155mm;GR3558;;Lustra;NA;False
46868;KPRDCSA03;9026014124;15687485d760397a145dd327bbca38a2b27087b60ea953061368d9ef52db2b5b;davier n°75 L:145mm;GR3559;;Lustra;NA;False
46878;KPRDCSA03;9026001586;325e99de9a3c5a2794159effe9a580e9845996d43478ab78b757102d89a5d3ab;vis L:85mm;GR2484;;Unknown;;False
46928;KPRDCSA03;9026001425;116740ac88df88575ec941262b149839444071bc70224356174872eb1b316e9d;tige pour guide mèche L:45mm;GR2227;;Unknown;;False
46931;KPRDCSA03;9026006713;63bc1b362fadada46349541464a0d83a9f3a349b074eff11cf5785eedb1301f2;bouchon click guide mèche bague vert L:30mm;GR1397;;Unknown;;False
46935;KPRDCSA03;9026001019;872cf811b3bd629dc0e275ac54b6776420ea8c71638aecca5f41c60c7b74be2e;ciseaux Metzenbaum courbes L:180mm;GR0523;;Unknown;;False
46952;KPRDCSA03;9026001379;ea6c4e226a7aabf0381307f107ea126081f4e523a7dd49873e1bb48333e194e2;aiguille de Redon CH 10 double courbure;GR2063;;Unknown;;False
46953;KPRDCSA03;9026014073;01b4ce6cb3ca11d71ae0a20ae7dbb4dfc415862db8f0e4962bc58c004ddecdd6;aiguille de Redon CH 12 double courbure;GR3553;;Unknown;NA;False
46965;KPRDCSA03;9026036830;016b6014b5d7e2fb8d1342072dbfe31ed1562e67341e68f9713c8089b470142d;curette L:175mm;GR6123;;Unknown;NA;False
46967;KPRDCSA03;9026014064;aa345b9ac58005afd9a0ed6a3a5b5ac5e0af6bc16df6a382a03d694bf3405aa7;burin L:200mm l:12mm;GR3552;;Unknown;NA;False
46972;KPRDCSA03;9026006620;f146beea4c399dd7d12f0a3f79d05ba03812e4a66c997750f68ff8b11c81329f;scalpel L:165mm;GR1131;;Unknown;;False
46974;KPRDCSA03;9026010297;ce6348151a160b56e8cab52beecd7a3a5875ce285e55d9c9a21a45c12d51c82b;curette L:130mm;GR1133;;Simal;;False
46976;KPRDCSA03;9026001138;191a853e15f53a71a7db80ccad5f6f42c6446592ab8edd34c668f3d47547d0f2;pince à champ de Jones L:90mm;GR1124;;Unknown;;False
46977;KPRDCSA03;9026006621;20d2227eb53525219d8f4170cfcbe1bf45659f7e34cbd44f1ab1412450fb007a;double curette L:215mm;GR1134;;Unknown;;False
46979;KPRDCSA03;9026003799;f3878fc0e667222bf7a933c177c1aaa76edb9398ef726fd9c839041003825633;rugine L:140mm;GR0966;;Geubels;;False
46988;KPRDCSA03;9026013570;ad489dcfe2db5bbae4c1b1335829dff70f63eea87de06dd47fa7f5cfd11e4be2;bouchon pour catheter spray;GR5005;;Unknown;NA;False
46990;KPRDCSA03;9026006734;57603c7177e40f020431fc432654fa72136a5f6af972abeca65533ecbe496379;écarteur Farabeuf L:100mm;GR1438;;Unknown;;False
47023;KPRDCSA03;9026018813;102ebbb580eb215556ecc82431012345a13538e5e8e50a5ec75114c8c2650860;sonde coudée lumière froide L:110mm;GR5131;;Unknown;NA;False
47025;KPRDCSA03;9026018824;9657ab928adbfe262eaffc34c5719e4735a1bd77ebaeca3a755267e749d76a1c;embout à visser pour raccord D.12mm;GR5133;;Unknown;NA;False
47026;KPRDCSA03;9026018829;913bc734b87dedc19297f7d94f328f2093c91535c19ad5510dd78ed7bc79f546;tige avec embout pour diabolo L:65mm;GR5135;;Unknown;NA;False
47029;KPRDCSA03;9026018828;63eb834884883a9aa2cb6e0500d037561ddc2b4e4ecce7d541feae384fd78128;bouchon à clipper L:20mm (0);GR5134;;Unknown;NA;False
